Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,JobDuration,JobDurationMonth
0,1,0,4.0,8.0,8.4,0.76,151,5.033333333333333
1,0,1,2.0,4.0,4.1,0.33,69,2.3
1,1,0,2.0,5.0,7.1,0.53,175,5.833333333333333
1,1,1,1.0,2.0,3.7,0.18,351,11.7
1,1,1,4.0,8.0,8.5,0.69,153,5.1
0,0,0,1.0,4.0,7.0,0.51,44,1.4666666666666666
0,1,0,1.0,2.0,2.5,0.18,106,3.533333333333333
1,1,1,1.0,4.0,5.8,0.53,87,2.9
1,0,1,1.0,2.0,4.9,0.33,63,2.1
1,1,0,3.0,6.0,7.3,0.56,197,6.566666666666666
0,1,0,0.0,1.0,4.4,0.28,88,2.933333333333333
1,1,1,4.0,8.0,8.2,0.83,235,7.833333333333333
1,1,0,3.0,6.0,6.7,0.64,336,11.2
1,1,0,1.0,1.0,4.5,0.24,47,1.5666666666666667
0,0,1,2.0,4.0,6.0,0.41,377,12.566666666666666
1,0,1,2.0,6.0,7.8,0.67,348,11.6
0,1,1,2.0,5.0,6.7,0.52,334,11.133333333333333
1,1,1,3.0,5.0,6.4,0.56,330,11.0
0,1,0,2.0,4.0,7.3,0.55,313,10.433333333333334
0,1,0,4.0,8.0,7.0,0.66,48,1.6
0,1,0,3.0,7.0,6.9,0.54,276,9.2
1,0,1,2.0,3.0,5.7,0.38,186,6.2
1,1,1,3.0,7.0,7.2,0.51,363,12.1
0,1,1,4.0,8.0,8.1,0.74,343,11.433333333333334
1,0,0,2.0,5.0,6.0,0.52,79,2.6333333333333333
1,1,0,3.0,7.0,8.9,0.87,37,1.2333333333333334
1,0,1,1.0,3.0,4.1,0.29,377,12.566666666666666
0,1,1,4.0,9.0,8.8,0.77,206,6.866666666666666
0,1,1,2.0,3.0,5.8,0.46,179,5.966666666666667
0,0,0,1.0,5.0,5.7,0.52,314,10.466666666666667
1,1,1,1.0,2.0,3.7,0.26,149,4.966666666666667
0,1,1,0.0,1.0,3.9,0.2,118,3.933333333333333
1,0,0,3.0,5.0,6.8,0.68,349,11.633333333333333
1,0,0,3.0,5.0,6.9,0.58,218,7.266666666666667
0,0,1,3.0,5.0,5.5,0.44,368,12.266666666666667
0,0,0,2.0,4.0,7.3,0.54,211,7.033333333333333
0,1,1,1.0,3.0,4.5,0.27,379,12.633333333333333
1,1,1,2.0,3.0,3.1,0.23,304,10.133333333333333
1,0,1,1.0,2.0,1.6,0.05,299,9.966666666666667
1,0,0,1.0,3.0,4.3,0.21,99,3.3
1,0,1,1.0,1.0,2.9,0.14,113,3.7666666666666666
1,1,1,2.0,3.0,6.7,0.43,373,12.433333333333334
0,1,1,3.0,5.0,5.8,0.34,364,12.133333333333333
0,0,0,3.0,4.0,6.7,0.5,267,8.9
1,1,1,2.0,4.0,5.2,0.45,396,13.2
1,0,1,2.0,5.0,6.6,0.52,148,4.933333333333334
1,0,1,1.0,3.0,2.6,0.2,209,6.966666666666667
0,0,1,3.0,4.0,6.1,0.4,365,12.166666666666666
1,1,0,2.0,3.0,6.3,0.48,383,12.766666666666667
0,1,1,3.0,7.0,8.8,0.7,42,1.4
1,0,1,3.0,6.0,8.1,0.6,291,9.7
1,0,1,1.0,2.0,2.1,0.14,364,12.133333333333333
0,1,1,2.0,3.0,5.0,0.27,265,8.833333333333334
1,1,1,2.0,6.0,7.4,0.57,363,12.1
0,1,1,3.0,7.0,7.7,0.57,88,2.933333333333333
1,1,1,1.0,1.0,2.6,0.12,57,1.9
1,1,1,1.0,1.0,2.8,0.23,163,5.433333333333334
1,1,1,5.0,10.0,9.1,0.93,389,12.966666666666667
1,1,0,4.0,7.0,7.0,0.65,358,11.933333333333334
1,1,0,2.0,4.0,7.9,0.66,392,13.066666666666666
0,1,1,3.0,6.0,7.7,0.58,112,3.7333333333333334
1,1,0,3.0,6.0,8.1,0.73,335,11.166666666666666
0,0,0,4.0,9.0,9.8,1.0,305,10.166666666666666
1,1,0,2.0,5.0,3.9,0.3,173,5.766666666666667
0,1,1,1.0,4.0,4.4,0.32,370,12.333333333333334
1,0,1,2.0,5.0,6.2,0.5,333,11.1
1,1,0,0.0,1.0,1.0,0.03,105,3.5
1,0,0,2.0,4.0,6.1,0.49,119,3.966666666666667
1,1,1,2.0,5.0,4.1,0.34,151,5.033333333333333
1,0,0,1.0,2.0,2.8,0.15,298,9.933333333333334
1,0,0,1.0,1.0,1.5,0.07,359,11.966666666666667
1,0,0,1.0,3.0,5.7,0.35,167,5.566666666666666
1,0,1,3.0,6.0,6.8,0.61,227,7.566666666666666
0,0,1,2.0,4.0,5.3,0.33,69,2.3
0,0,1,1.0,1.0,3.6,0.15,325,10.833333333333334
1,0,1,1.0,2.0,5.5,0.35,98,3.2666666666666666
0,1,0,3.0,5.0,5.5,0.48,144,4.8
1,1,1,1.0,1.0,1.1,0.04,147,4.9
0,1,0,3.0,5.0,4.9,0.43,47,1.5666666666666667
0,0,0,1.0,1.0,1.7,0.13,64,2.1333333333333333
1,1,1,2.0,3.0,5.9,0.48,191,6.366666666666666
0,0,0,3.0,7.0,5.9,0.57,32,1.0666666666666667
1,0,0,4.0,7.0,6.6,0.51,41,1.3666666666666667
1,1,0,4.0,6.0,7.5,0.64,114,3.8
1,1,1,2.0,4.0,5.0,0.41,331,11.033333333333333
1,1,1,4.0,7.0,7.6,0.75,68,2.2666666666666666
0,0,1,4.0,5.0,5.8,0.48,59,1.9666666666666666
1,1,1,3.0,5.0,8.4,0.67,139,4.633333333333334
0,1,1,2.0,5.0,5.5,0.45,252,8.4
1,1,1,3.0,4.0,5.4,0.32,221,7.366666666666666
0,0,1,1.0,4.0,5.3,0.35,95,3.1666666666666665
0,0,0,3.0,8.0,7.3,0.74,247,8.233333333333333
0,1,1,1.0,3.0,3.8,0.31,96,3.2
1,1,0,3.0,5.0,7.1,0.49,266,8.866666666666667
0,1,0,2.0,5.0,6.7,0.53,162,5.4
0,1,0,2.0,4.0,5.5,0.37,186,6.2
1,0,0,3.0,5.0,6.2,0.59,383,12.766666666666667
1,1,1,4.0,8.0,7.3,0.74,216,7.2
0,1,1,2.0,4.0,5.1,0.37,346,11.533333333333333
1,0,0,1.0,4.0,5.0,0.31,74,2.466666666666667
0,0,1,3.0,5.0,6.1,0.5,281,9.366666666666667
1,1,0,1.0,1.0,1.5,0.08,246,8.2
0,1,0,1.0,3.0,5.8,0.43,104,3.466666666666667
0,0,0,2.0,4.0,7.1,0.61,174,5.8
1,1,0,4.0,8.0,6.8,0.6,180,6.0
1,1,1,4.0,7.0,7.7,0.68,291,9.7
1,1,0,1.0,1.0,0.0,0.0,371,12.366666666666667
1,1,0,5.0,10.0,9.8,0.86,378,12.6
1,1,0,4.0,8.0,7.5,0.75,351,11.7
1,0,0,3.0,7.0,6.7,0.59,294,9.8
0,0,1,1.0,2.0,4.7,0.29,258,8.6
0,1,1,2.0,5.0,5.1,0.32,342,11.4
0,0,1,1.0,3.0,4.9,0.36,74,2.466666666666667
0,1,1,1.0,1.0,1.9,0.04,146,4.866666666666666
0,1,1,0.0,1.0,0.0,0.0,173,5.766666666666667
0,1,0,1.0,4.0,7.0,0.5,42,1.4
1,1,1,1.0,4.0,5.1,0.38,284,9.466666666666667
0,0,1,3.0,4.0,5.9,0.42,109,3.6333333333333333
0,1,0,1.0,4.0,4.6,0.32,396,13.2
1,1,0,4.0,7.0,9.4,0.84,272,9.066666666666666
1,1,0,2.0,6.0,6.9,0.65,95,3.1666666666666665
1,0,0,3.0,4.0,6.8,0.47,114,3.8
1,1,0,3.0,6.0,8.0,0.64,326,10.866666666666667
0,1,0,4.0,8.0,8.6,0.88,344,11.466666666666667
0,0,0,1.0,3.0,6.3,0.47,210,7.0
0,1,0,2.0,4.0,5.9,0.38,67,2.2333333333333334
1,0,1,1.0,4.0,4.3,0.34,54,1.8
0,1,0,4.0,8.0,7.2,0.7,93,3.1
1,0,1,2.0,4.0,5.2,0.45,70,2.3333333333333335
0,1,0,1.0,2.0,5.2,0.43,198,6.6
0,1,0,1.0,3.0,5.9,0.38,303,10.1
0,1,1,3.0,5.0,5.6,0.43,40,1.3333333333333333
0,1,0,3.0,6.0,7.7,0.58,198,6.6
1,1,1,1.0,2.0,3.5,0.18,34,1.1333333333333333
0,0,1,2.0,3.0,6.5,0.46,381,12.7
1,0,1,1.0,4.0,5.9,0.41,88,2.933333333333333
0,1,1,3.0,5.0,6.6,0.48,249,8.3
1,0,1,1.0,2.0,4.1,0.26,201,6.7
1,0,1,2.0,4.0,6.2,0.44,296,9.866666666666667
1,0,1,4.0,7.0,6.9,0.49,53,1.7666666666666666
0,1,1,1.0,2.0,3.8,0.25,84,2.8
0,1,0,4.0,8.0,8.8,0.7,198,6.6
0,1,1,1.0,3.0,4.7,0.31,357,11.9
1,1,0,2.0,4.0,7.5,0.65,71,2.3666666666666667
1,0,0,2.0,5.0,7.0,0.66,317,10.566666666666666
1,1,1,4.0,8.0,9.1,0.75,369,12.3
0,0,1,2.0,2.0,4.5,0.24,167,5.566666666666666
1,1,1,1.0,2.0,5.1,0.3,197,6.566666666666666
1,0,1,2.0,3.0,3.5,0.27,43,1.4333333333333333
1,0,0,4.0,9.0,8.6,0.71,344,11.466666666666667
0,1,1,1.0,2.0,4.8,0.43,124,4.133333333333334
0,1,0,1.0,2.0,0.2,0.0,134,4.466666666666667
1,0,1,2.0,4.0,4.6,0.4,328,10.933333333333334
0,1,1,1.0,4.0,4.9,0.34,233,7.766666666666667
1,1,1,2.0,4.0,4.9,0.33,36,1.2
1,1,1,3.0,6.0,7.3,0.51,106,3.533333333333333
1,1,1,1.0,1.0,4.5,0.26,191,6.366666666666666
0,0,0,4.0,6.0,7.3,0.61,142,4.733333333333333
0,0,0,5.0,8.0,8.1,0.84,48,1.6
1,1,0,2.0,6.0,7.9,0.65,330,11.0
0,1,1,2.0,3.0,6.5,0.45,340,11.333333333333334
0,1,1,0.0,1.0,2.5,0.15,179,5.966666666666667
0,1,0,3.0,7.0,7.4,0.55,330,11.0
1,1,1,1.0,3.0,3.7,0.18,59,1.9666666666666666
1,0,0,3.0,5.0,6.3,0.59,326,10.866666666666667
0,1,1,3.0,5.0,5.3,0.36,158,5.266666666666667
1,1,1,3.0,5.0,5.7,0.43,293,9.766666666666667
1,0,0,2.0,4.0,7.5,0.61,265,8.833333333333334
0,0,0,3.0,6.0,7.5,0.56,126,4.2
0,1,1,3.0,5.0,6.5,0.56,278,9.266666666666667
0,0,1,0.0,2.0,3.6,0.16,239,7.966666666666667
1,1,0,3.0,5.0,6.3,0.49,81,2.7
1,0,0,1.0,3.0,4.7,0.28,365,12.166666666666666
1,1,1,2.0,6.0,6.4,0.52,229,7.633333333333334
0,0,0,4.0,6.0,8.7,0.69,116,3.8666666666666667
1,1,0,4.0,8.0,7.5,0.78,268,8.933333333333334
1,0,1,2.0,3.0,5.5,0.31,227,7.566666666666666
1,0,1,0.0,1.0,2.8,0.2,133,4.433333333333334
1,1,1,0.0,2.0,4.2,0.22,329,10.966666666666667
1,1,0,3.0,8.0,9.0,0.74,320,10.666666666666666
1,1,0,2.0,6.0,6.5,0.51,288,9.6
1,0,1,3.0,6.0,7.5,0.56,166,5.533333333333333
1,1,1,3.0,4.0,5.1,0.37,201,6.7
1,1,0,1.0,4.0,4.7,0.34,308,10.266666666666667
0,1,1,2.0,3.0,5.6,0.42,92,3.066666666666667
1,0,0,1.0,3.0,5.2,0.4,125,4.166666666666667
0,1,0,3.0,6.0,8.2,0.71,219,7.3
1,1,0,2.0,6.0,7.4,0.53,393,13.1
1,1,0,3.0,7.0,8.2,0.75,112,3.7333333333333334
1,1,0,4.0,9.0,8.9,0.89,250,8.333333333333334
1,0,0,2.0,4.0,4.7,0.38,310,10.333333333333334
0,1,0,2.0,3.0,6.0,0.4,396,13.2
1,1,1,3.0,6.0,8.6,0.66,360,12.0
1,1,1,1.0,2.0,4.2,0.33,164,5.466666666666667
0,1,1,3.0,5.0,3.9,0.34,328,10.933333333333334
0,1,0,2.0,5.0,7.4,0.69,181,6.033333333333333
0,0,0,1.0,3.0,3.7,0.25,350,11.666666666666666
1,1,0,4.0,9.0,8.6,0.73,114,3.8
1,0,1,0.0,1.0,3.9,0.21,333,11.1
1,0,1,4.0,8.0,7.4,0.63,236,7.866666666666666
0,1,0,1.0,3.0,3.7,0.3,249,8.3
0,1,0,4.0,6.0,7.1,0.67,215,7.166666666666667
0,0,1,1.0,2.0,5.3,0.36,199,6.633333333333334
0,1,0,4.0,9.0,9.4,0.92,90,3.0
1,1,0,3.0,6.0,6.9,0.53,262,8.733333333333333
0,1,0,4.0,6.0,6.5,0.62,363,12.1
0,1,1,1.0,2.0,2.3,0.17,344,11.466666666666667
1,1,1,1.0,3.0,5.1,0.45,250,8.333333333333334
1,1,0,3.0,5.0,7.2,0.57,204,6.8
1,1,1,4.0,6.0,6.3,0.52,219,7.3
1,0,0,1.0,3.0,4.9,0.35,396,13.2
0,1,0,1.0,2.0,4.3,0.25,117,3.9
1,1,0,2.0,5.0,5.7,0.52,223,7.433333333333334
1,1,0,1.0,4.0,5.4,0.31,299,9.966666666666667
0,1,0,3.0,7.0,8.8,0.86,295,9.833333333333334
0,0,1,5.0,9.0,8.2,0.88,156,5.2
0,0,1,2.0,3.0,2.2,0.06,363,12.1
1,0,0,3.0,5.0,5.1,0.45,371,12.366666666666667
1,1,1,3.0,6.0,7.0,0.63,151,5.033333333333333
1,0,1,1.0,3.0,2.8,0.18,252,8.4
0,1,1,2.0,4.0,6.3,0.41,103,3.433333333333333
1,1,0,3.0,6.0,7.0,0.56,225,7.5
0,0,0,1.0,3.0,6.9,0.46,233,7.766666666666667
1,1,0,1.0,4.0,5.8,0.42,62,2.066666666666667
0,1,1,2.0,4.0,4.2,0.33,38,1.2666666666666666
0,1,1,0.0,1.0,3.5,0.22,146,4.866666666666666
1,1,1,3.0,8.0,6.9,0.7,103,3.433333333333333
0,1,1,1.0,2.0,5.3,0.28,45,1.5
0,1,1,1.0,1.0,5.0,0.25,99,3.3
0,1,0,0.0,1.0,1.4,0.01,75,2.5
0,1,0,2.0,3.0,4.5,0.24,60,2.0
0,1,1,3.0,6.0,6.5,0.51,373,12.433333333333334
0,1,1,1.0,4.0,7.5,0.54,235,7.833333333333333
0,0,1,2.0,4.0,4.0,0.33,82,2.7333333333333334
1,0,0,3.0,5.0,6.6,0.44,211,7.033333333333333
0,1,1,0.0,2.0,4.1,0.3,165,5.5
1,0,0,0.0,1.0,4.4,0.27,71,2.3666666666666667
1,1,0,3.0,7.0,7.1,0.62,205,6.833333333333333
0,0,1,2.0,5.0,6.4,0.44,112,3.7333333333333334
1,0,1,4.0,7.0,6.1,0.58,205,6.833333333333333
1,1,0,2.0,5.0,6.5,0.57,257,8.566666666666666
0,1,1,2.0,4.0,4.6,0.42,389,12.966666666666667
0,0,1,0.0,1.0,1.9,0.14,169,5.633333333333334
1,1,1,1.0,3.0,5.1,0.42,299,9.966666666666667
0,1,0,0.0,1.0,4.1,0.29,127,4.233333333333333
1,1,0,2.0,4.0,5.2,0.38,361,12.033333333333333
1,0,0,4.0,8.0,5.5,0.52,301,10.033333333333333
1,0,0,4.0,9.0,7.2,0.74,222,7.4
1,0,0,1.0,3.0,6.0,0.52,166,5.533333333333333
1,1,0,0.0,1.0,3.9,0.21,75,2.5
0,1,1,1.0,2.0,3.3,0.17,197,6.566666666666666
0,1,0,3.0,7.0,6.8,0.69,34,1.1333333333333333
1,0,1,0.0,1.0,2.2,0.11,258,8.6
1,0,0,3.0,7.0,7.7,0.63,392,13.066666666666666
0,0,1,1.0,2.0,4.6,0.26,108,3.6
0,1,1,0.0,1.0,2.6,0.17,300,10.0
0,0,0,3.0,7.0,5.9,0.55,373,12.433333333333334
1,1,1,2.0,5.0,6.7,0.56,166,5.533333333333333
0,1,0,2.0,4.0,7.1,0.63,318,10.6
0,1,1,2.0,3.0,3.6,0.15,267,8.9
1,1,0,3.0,5.0,7.5,0.53,76,2.533333333333333
0,1,1,3.0,7.0,8.3,0.65,84,2.8
0,1,0,1.0,4.0,6.7,0.56,161,5.366666666666666
0,1,0,1.0,3.0,7.2,0.51,360,12.0
1,1,1,3.0,4.0,3.8,0.31,83,2.7666666666666666
0,1,1,4.0,9.0,8.5,0.79,101,3.3666666666666667
0,1,1,3.0,4.0,5.4,0.45,330,11.0
0,0,0,1.0,3.0,5.2,0.33,107,3.566666666666667
1,1,0,2.0,4.0,6.7,0.47,291,9.7
0,0,1,1.0,2.0,2.4,0.19,75,2.5
1,1,1,1.0,3.0,5.5,0.4,267,8.9
0,0,0,0.0,1.0,1.7,0.04,306,10.2
0,1,1,2.0,5.0,4.6,0.36,283,9.433333333333334
0,0,1,1.0,4.0,4.6,0.34,272,9.066666666666666
1,1,1,2.0,3.0,4.4,0.37,113,3.7666666666666666
0,0,1,0.0,2.0,4.3,0.26,97,3.2333333333333334
1,1,1,1.0,1.0,4.5,0.26,152,5.066666666666666
0,1,0,2.0,5.0,6.2,0.38,177,5.9
1,1,0,4.0,7.0,7.3,0.71,152,5.066666666666666
1,1,1,1.0,2.0,3.3,0.26,289,9.633333333333333
0,0,0,3.0,6.0,8.6,0.85,121,4.033333333333333
0,1,0,3.0,5.0,6.6,0.65,319,10.633333333333333
0,0,1,1.0,2.0,1.4,0.05,56,1.8666666666666667
1,1,1,2.0,5.0,4.0,0.3,158,5.266666666666667
1,1,1,0.0,2.0,2.7,0.13,341,11.366666666666667
1,1,0,3.0,5.0,6.2,0.4,137,4.566666666666666
1,1,0,1.0,1.0,3.3,0.24,159,5.3
1,1,0,3.0,7.0,8.1,0.69,349,11.633333333333333
0,1,0,3.0,6.0,7.4,0.51,185,6.166666666666667
1,1,1,2.0,3.0,4.7,0.27,137,4.566666666666666
0,1,1,3.0,5.0,5.9,0.48,263,8.766666666666667
1,1,1,1.0,4.0,6.0,0.37,359,11.966666666666667
1,0,1,1.0,3.0,3.5,0.27,92,3.066666666666667
1,0,1,2.0,6.0,8.5,0.74,33,1.1
0,1,1,3.0,5.0,5.7,0.5,265,8.833333333333334
0,1,0,1.0,3.0,5.3,0.32,123,4.1
0,1,1,1.0,2.0,3.5,0.27,396,13.2
0,1,0,4.0,6.0,6.3,0.5,372,12.4
0,1,1,3.0,6.0,7.5,0.54,192,6.4
0,0,1,2.0,4.0,7.7,0.59,48,1.6
0,1,1,2.0,4.0,5.8,0.34,198,6.6
0,1,1,2.0,5.0,4.7,0.36,343,11.433333333333334
1,1,0,4.0,8.0,7.0,0.51,97,3.2333333333333334
1,1,1,3.0,7.0,5.5,0.51,155,5.166666666666667
1,1,1,1.0,3.0,2.7,0.11,213,7.1
0,0,1,3.0,6.0,5.6,0.51,90,3.0
0,0,1,4.0,5.0,5.4,0.49,242,8.066666666666666
1,0,0,3.0,6.0,7.8,0.56,38,1.2666666666666666
0,1,1,3.0,6.0,5.2,0.41,334,11.133333333333333
0,1,1,1.0,3.0,3.2,0.2,170,5.666666666666667
1,0,0,2.0,3.0,5.3,0.41,55,1.8333333333333333
0,0,1,2.0,4.0,4.5,0.35,314,10.466666666666667
1,1,0,3.0,6.0,7.6,0.56,259,8.633333333333333
1,1,1,2.0,5.0,7.5,0.68,339,11.3
0,0,0,2.0,4.0,5.4,0.43,195,6.5
0,1,1,2.0,2.0,4.1,0.29,154,5.133333333333334
1,0,0,2.0,5.0,7.7,0.61,71,2.3666666666666667
1,1,0,1.0,1.0,0.3,0.04,200,6.666666666666667
1,1,1,1.0,2.0,4.6,0.33,44,1.4666666666666666
1,0,0,3.0,5.0,6.8,0.64,288,9.6
1,1,0,2.0,4.0,7.7,0.65,93,3.1
0,1,1,2.0,5.0,6.1,0.47,98,3.2666666666666666
0,1,1,2.0,5.0,5.9,0.49,336,11.2
0,1,0,3.0,5.0,5.1,0.45,306,10.2
0,0,0,2.0,4.0,5.5,0.45,142,4.733333333333333
1,1,0,4.0,7.0,8.6,0.68,94,3.1333333333333333
0,1,1,3.0,6.0,6.3,0.47,205,6.833333333333333
1,1,1,2.0,5.0,7.8,0.69,383,12.766666666666667
1,1,1,3.0,6.0,6.1,0.54,192,6.4
1,0,1,2.0,4.0,4.2,0.2,215,7.166666666666667
1,1,0,3.0,7.0,9.3,0.79,239,7.966666666666667
1,1,1,3.0,7.0,7.6,0.71,197,6.566666666666666
0,1,0,1.0,2.0,5.3,0.36,313,10.433333333333334
0,0,1,4.0,7.0,8.9,0.72,311,10.366666666666667
0,1,1,2.0,4.0,7.3,0.5,115,3.8333333333333335
1,0,1,3.0,5.0,5.6,0.52,105,3.5
1,1,1,1.0,3.0,4.4,0.32,342,11.4
1,1,1,1.0,1.0,5.1,0.27,85,2.8333333333333335
0,1,1,2.0,5.0,7.2,0.6,65,2.1666666666666665
1,0,1,4.0,6.0,7.8,0.61,179,5.966666666666667
1,1,0,3.0,6.0,7.0,0.62,344,11.466666666666667
0,1,1,1.0,4.0,4.7,0.41,193,6.433333333333334
1,0,0,2.0,4.0,6.9,0.52,316,10.533333333333333
0,1,0,4.0,8.0,7.3,0.57,211,7.033333333333333
0,1,1,2.0,4.0,5.7,0.46,185,6.166666666666667
1,0,1,1.0,3.0,6.9,0.48,232,7.733333333333333
1,0,0,3.0,7.0,9.8,0.85,393,13.1
1,1,0,1.0,2.0,3.3,0.2,366,12.2
1,0,0,4.0,7.0,6.0,0.57,327,10.9
0,1,0,3.0,5.0,5.3,0.35,377,12.566666666666666
1,0,0,1.0,4.0,5.4,0.33,348,11.6
0,1,1,1.0,1.0,4.9,0.29,130,4.333333333333333
1,0,1,2.0,5.0,6.0,0.37,109,3.6333333333333333
1,1,1,3.0,5.0,4.1,0.34,319,10.633333333333333
0,1,0,2.0,2.0,2.9,0.1,165,5.5
0,0,0,3.0,4.0,4.9,0.39,346,11.533333333333333
1,0,1,3.0,8.0,8.5,0.91,62,2.066666666666667
1,1,1,2.0,3.0,1.8,0.13,218,7.266666666666667
0,1,0,2.0,3.0,6.4,0.45,74,2.466666666666667
0,1,1,2.0,4.0,6.4,0.49,347,11.566666666666666
1,0,1,1.0,2.0,5.0,0.28,315,10.5
1,1,0,2.0,6.0,6.1,0.56,98,3.2666666666666666
0,1,1,2.0,5.0,3.6,0.31,185,6.166666666666667
0,0,1,2.0,4.0,5.6,0.49,217,7.233333333333333
0,0,1,2.0,6.0,8.7,0.73,193,6.433333333333334
1,0,0,3.0,8.0,7.9,0.78,277,9.233333333333333
1,1,1,0.0,1.0,1.2,0.1,271,9.033333333333333
0,1,1,0.0,2.0,3.3,0.16,95,3.1666666666666665
1,0,1,2.0,2.0,2.8,0.09,137,4.566666666666666
0,1,1,3.0,5.0,6.4,0.46,199,6.633333333333334
1,1,0,0.0,1.0,2.5,0.14,51,1.7
1,1,1,3.0,4.0,4.9,0.36,311,10.366666666666667
0,1,0,3.0,6.0,5.1,0.38,233,7.766666666666667
1,0,1,1.0,3.0,4.9,0.25,383,12.766666666666667
0,1,0,1.0,4.0,6.6,0.51,343,11.433333333333334
0,0,1,2.0,5.0,5.3,0.33,139,4.633333333333334
1,1,0,1.0,2.0,4.5,0.24,81,2.7
1,0,1,1.0,1.0,0.0,0.0,341,11.366666666666667
0,1,1,1.0,3.0,6.8,0.45,335,11.166666666666666
0,1,1,1.0,2.0,0.7,0.0,170,5.666666666666667
1,1,1,2.0,4.0,4.4,0.37,363,12.1
1,1,1,2.0,4.0,5.2,0.39,97,3.2333333333333334
0,1,0,0.0,1.0,3.7,0.16,56,1.8666666666666667
1,1,1,3.0,7.0,6.4,0.57,62,2.066666666666667
1,1,1,1.0,1.0,3.3,0.11,137,4.566666666666666
1,1,1,2.0,5.0,5.3,0.37,226,7.533333333333333
1,1,0,3.0,6.0,7.3,0.58,126,4.2
0,1,0,4.0,7.0,9.1,0.8,148,4.933333333333334
1,0,1,2.0,4.0,5.3,0.3,213,7.1
1,1,0,1.0,2.0,4.6,0.27,241,8.033333333333333
1,1,1,2.0,6.0,8.6,0.66,389,12.966666666666667
0,0,1,0.0,1.0,0.0,0.0,117,3.9
0,1,0,4.0,7.0,6.5,0.53,183,6.1
0,0,1,1.0,3.0,5.1,0.28,356,11.866666666666667
0,1,1,1.0,2.0,4.2,0.28,295,9.833333333333334
1,1,0,2.0,3.0,3.9,0.31,259,8.633333333333333
1,0,0,2.0,6.0,6.5,0.51,249,8.3
1,1,1,3.0,5.0,4.6,0.38,157,5.233333333333333
1,1,0,2.0,4.0,7.4,0.62,128,4.266666666666667
1,0,1,1.0,3.0,3.5,0.3,71,2.3666666666666667
1,1,0,3.0,4.0,5.4,0.32,193,6.433333333333334
0,0,0,2.0,5.0,7.6,0.57,304,10.133333333333333
0,1,1,1.0,2.0,2.8,0.1,203,6.766666666666667
1,1,0,3.0,5.0,7.1,0.61,168,5.6
0,1,1,3.0,5.0,6.4,0.58,261,8.7
1,1,0,2.0,6.0,7.2,0.71,234,7.8
1,0,0,3.0,5.0,7.7,0.62,260,8.666666666666666
1,1,0,2.0,4.0,7.7,0.56,355,11.833333333333334
0,0,1,1.0,2.0,3.8,0.15,305,10.166666666666666
0,1,1,3.0,7.0,6.5,0.58,366,12.2
0,1,1,1.0,1.0,0.0,0.0,121,4.033333333333333
0,1,0,4.0,8.0,9.1,0.76,175,5.833333333333333
1,1,0,1.0,4.0,4.1,0.34,39,1.3
1,1,0,3.0,6.0,8.1,0.64,394,13.133333333333333
1,0,1,4.0,7.0,5.6,0.5,190,6.333333333333333
0,0,1,2.0,5.0,6.3,0.48,321,10.7
0,1,1,1.0,2.0,0.3,0.02,351,11.7
1,1,1,3.0,5.0,6.3,0.46,286,9.533333333333333
1,0,1,2.0,5.0,6.9,0.46,36,1.2
1,1,0,4.0,7.0,7.2,0.63,47,1.5666666666666667
0,0,0,1.0,4.0,7.1,0.55,197,6.566666666666666
0,1,1,1.0,2.0,3.5,0.17,217,7.233333333333333
0,1,1,2.0,3.0,3.7,0.23,239,7.966666666666667
0,1,0,2.0,4.0,5.0,0.35,46,1.5333333333333334
1,0,1,1.0,2.0,2.0,0.1,110,3.6666666666666665
0,0,0,1.0,5.0,5.9,0.53,309,10.3
1,1,1,1.0,3.0,7.0,0.49,281,9.366666666666667
0,1,1,1.0,2.0,3.2,0.12,288,9.6
1,0,1,3.0,5.0,6.1,0.43,304,10.133333333333333
1,1,1,2.0,5.0,6.9,0.49,56,1.8666666666666667
1,0,0,2.0,4.0,7.7,0.61,301,10.033333333333333
1,0,0,3.0,6.0,7.8,0.64,274,9.133333333333333
0,0,1,3.0,5.0,4.0,0.26,245,8.166666666666666
1,0,1,3.0,5.0,4.0,0.33,190,6.333333333333333
0,1,1,1.0,1.0,1.8,0.14,381,12.7
1,1,0,3.0,7.0,6.3,0.55,112,3.7333333333333334
0,1,1,2.0,4.0,7.1,0.48,381,12.7
1,0,0,3.0,7.0,6.4,0.56,120,4.0
0,0,1,0.0,1.0,1.8,0.07,263,8.766666666666667
0,1,1,3.0,5.0,6.0,0.36,184,6.133333333333334
1,1,0,1.0,3.0,3.4,0.17,77,2.566666666666667
1,0,0,4.0,7.0,7.4,0.59,121,4.033333333333333
1,0,0,3.0,8.0,8.1,0.73,55,1.8333333333333333
0,1,1,1.0,3.0,5.5,0.32,271,9.033333333333333
1,0,1,3.0,6.0,7.8,0.61,236,7.866666666666666
0,1,1,0.0,1.0,1.8,0.06,116,3.8666666666666667
0,1,1,1.0,3.0,2.6,0.15,315,10.5
0,0,0,2.0,4.0,5.5,0.33,260,8.666666666666666
0,1,1,1.0,2.0,3.7,0.26,279,9.3
0,1,0,2.0,5.0,6.8,0.57,272,9.066666666666666
1,1,1,2.0,5.0,6.5,0.65,315,10.5
0,0,1,1.0,4.0,5.0,0.3,48,1.6
